contrat_id,client_id,produit_id,agence_id,montant_finance,apport_client,taux_interet,duree_mois,mensualite,date_deblocage,date_fin_prevue,statut_contrat,motif_credit,nb_echeances_total,montant_total_du
CTR0013429,CLI005972,PROD001,AG012,283689.97,28369.0,7.86,42,7748.11,2018-03-22,2021-09-02,En cours,Automobile,42,325420.62
CTR0013430,CLI004062,PROD001,AG016,96297.52,9629.75,6.0,18,5607.57,2020-06-03,2021-11-25,Restructuré,Automobile,18,100936.26
CTR0013431,CLI003201,PROD006,AG015,105656.41,0.0,11.2,90,1740.41,2015-12-08,2023-04-30,Soldé,Restructuration,90,156636.9
CTR0013432,CLI003178,PROD004,AG009,93793.78,9379.38,11.23,30,3600.36,2022-07-26,2025-01-11,En cours,Équipement,30,108010.8
CTR0013433,CLI008181,PROD008,AG011,37668.57,0.0,8.43,36,1187.88,2022-05-06,2025-04-20,Restructuré,Consommation,36,42763.68
CTR0013434,CLI004406,PROD006,AG005,274882.54,0.0,13.82,90,4921.85,2020-03-08,2027-07-30,En cours,Restructuration,90,442966.5
CTR0013435,CLI005785,PROD007,AG006,24156.63,0.0,9.58,30,908.69,2022-11-13,2025-05-01,En cours,Consommation,30,27260.7
CTR0013436,CLI000458,PROD002,AG007,187326.79,37465.36,9.67,60,3949.79,2017-08-05,2022-07-10,En cours,Automobile,60,236987.4
CTR0013437,CLI004937,PROD001,AG018,230824.41,23082.44,7.06,36,7133.52,2015-05-13,2018-04-27,Soldé,Automobile,36,256806.72
CTR0013438,CLI008390,PROD002,AG014,135103.32,27020.66,10.6,48,3465.63,2015-11-23,2019-11-02,En cours,Automobile,48,166350.24
CTR0013439,CLI009826,PROD006,AG017,37729.04,0.0,10.35,78,666.53,2016-10-12,2023-03-10,En cours,Restructuration,78,51989.34
CTR0013440,CLI003278,PROD007,AG003,15065.25,0.0,8.21,30,557.18,2017-09-14,2020-03-02,En cours,Consommation,30,16715.4
CTR0013441,CLI001697,PROD007,AG009,32598.24,0.0,8.51,18,1935.47,2016-07-29,2018-01-20,En retard,Consommation,18,34838.46
CTR0013442,CLI005066,PROD001,AG013,482780.86,48278.09,6.73,84,7222.9,2015-02-24,2022-01-18,En cours,Automobile,84,606723.6
CTR0013443,CLI001619,PROD002,AG015,78995.4,15799.08,8.72,36,2501.75,2022-09-06,2025-08-21,En cours,Automobile,36,90063.0
CTR0013444,CLI000320,PROD007,AG010,23709.91,0.0,8.31,18,1405.57,2022-12-07,2024-05-30,Soldé,Consommation,18,25300.26
CTR0013445,CLI006119,PROD003,AG010,69033.13,0.0,10.7,24,3207.88,2021-01-09,2022-12-30,En cours,Consommation,24,76989.12
CTR0013446,CLI004737,PROD002,AG015,196418.27,39283.65,9.0,60,4077.32,2015-01-17,2019-12-22,En cours,Automobile,60,244639.2
CTR0013447,CLI003053,PROD003,AG020,103876.82,0.0,10.9,6,17867.35,2016-01-23,2016-07-21,En cours,Consommation,6,107204.1
CTR0013448,CLI008159,PROD004,AG019,37144.17,3714.42,9.31,36,1186.54,2015-07-08,2018-06-22,En contentieux,Équipement,36,42715.44
CTR0013449,CLI000470,PROD006,AG018,83131.09,0.0,10.9,30,3178.21,2017-04-13,2019-09-30,En contentieux,Restructuration,30,95346.3
CTR0013450,CLI003749,PROD004,AG018,70716.18,7071.62,10.75,24,3287.73,2015-03-10,2017-02-27,Soldé,Équipement,24,78905.52
CTR0013451,CLI003419,PROD001,AG011,439400.28,43940.03,7.9,42,12009.02,2016-07-06,2019-12-18,En cours,Automobile,42,504378.84
CTR0013452,CLI002111,PROD006,AG010,64141.7,0.0,10.71,30,2446.52,2020-11-17,2023-05-06,En cours,Restructuration,30,73395.6
CTR0013453,CLI006343,PROD004,AG015,28466.3,2846.63,11.0,48,735.73,2017-04-24,2021-04-03,En cours,Équipement,48,35315.04
CTR0013454,CLI002319,PROD006,AG013,88632.31,0.0,14.26,78,1749.43,2021-07-11,2027-12-07,En cours,Restructuration,78,136455.54
CTR0013455,CLI001416,PROD001,AG008,488507.88,48850.79,6.1,66,8731.18,2017-02-24,2022-07-28,En cours,Automobile,66,576257.88
CTR0013456,CLI008046,PROD008,AG003,59581.48,0.0,7.14,42,1607.43,2017-12-07,2021-05-20,En cours,Consommation,42,67512.06
CTR0013457,CLI005390,PROD001,AG007,328942.57,32894.26,7.69,36,10260.89,2017-07-07,2020-06-21,En cours,Automobile,36,369392.04
CTR0013458,CLI009671,PROD007,AG018,77510.33,0.0,8.03,18,4585.05,2021-09-08,2023-03-02,En cours,Consommation,18,82530.9
CTR0013459,CLI009482,PROD007,AG014,49592.82,0.0,9.91,18,2976.35,2016-03-05,2017-08-27,En retard,Consommation,18,53574.3
CTR0013460,CLI004941,PROD008,AG003,56617.82,0.0,8.94,30,2113.0,2019-09-05,2022-02-21,En cours,Consommation,30,63390.0
CTR0013461,CLI009873,PROD002,AG021,128251.81,25650.36,9.17,36,4088.53,2020-01-26,2023-01-10,En cours,Automobile,36,147187.08
CTR0013462,CLI007231,PROD001,AG005,313430.26,31343.03,7.54,60,6286.46,2020-01-27,2024-12-31,En cours,Automobile,60,377187.6
CTR0013463,CLI007654,PROD003,AG004,139329.19,0.0,13.0,42,4146.73,2022-05-23,2025-11-03,En retard,Consommation,42,174162.66
CTR0013464,CLI008867,PROD008,AG010,50036.61,0.0,8.67,18,2974.5,2020-10-20,2022-04-13,En cours,Consommation,18,53541.0
CTR0013465,CLI006610,PROD006,AG018,176088.82,0.0,13.9,36,6009.75,2017-01-01,2019-12-17,En cours,Restructuration,36,216351.0
CTR0013466,CLI003813,PROD004,AG013,77071.88,7707.19,9.56,18,4613.11,2015-11-02,2017-04-25,En cours,Équipement,18,83035.98
CTR0013467,CLI000349,PROD006,AG017,226886.76,0.0,13.13,54,5586.69,2018-06-29,2022-12-05,En retard,Restructuration,54,301681.26
CTR0013468,CLI007242,PROD002,AG010,174244.62,34848.92,10.49,18,10503.98,2021-11-15,2023-05-09,Restructuré,Automobile,18,189071.64
CTR0013469,CLI001733,PROD005,AG021,44697.19,6704.58,11.11,12,3952.71,2019-08-25,2020-08-19,Soldé,Automobile,12,47432.52
CTR0013470,CLI007114,PROD005,AG009,21637.36,3245.6,9.13,42,603.8,2015-03-02,2018-08-13,En retard,Automobile,42,25359.6
CTR0013471,CLI009977,PROD005,AG008,48777.47,7316.62,11.25,42,1410.34,2015-08-10,2019-01-21,En cours,Automobile,42,59234.28
CTR0013472,CLI003094,PROD005,AG017,30452.81,4567.92,10.39,18,1834.38,2018-05-29,2019-11-20,En cours,Automobile,18,33018.84
CTR0013473,CLI008167,PROD008,AG002,12024.07,0.0,7.45,12,1042.9,2017-01-09,2018-01-04,En retard,Consommation,12,12514.8
CTR0013474,CLI008653,PROD008,AG021,112552.7,0.0,7.54,24,5066.87,2019-03-29,2021-03-18,Soldé,Consommation,24,121604.88
CTR0013475,CLI003984,PROD007,AG016,25998.72,0.0,9.35,30,975.21,2015-01-03,2017-06-21,Soldé,Consommation,30,29256.3
CTR0013476,CLI009628,PROD001,AG003,400713.52,40071.35,6.3,12,34543.26,2022-04-30,2023-04-25,Soldé,Automobile,12,414519.12
CTR0013477,CLI007917,PROD005,AG005,59413.11,8911.97,11.23,48,1542.21,2015-12-06,2019-11-15,En cours,Automobile,48,74026.08
CTR0013478,CLI000461,PROD001,AG017,120218.69,12021.87,7.53,24,5411.43,2020-11-30,2022-11-20,En cours,Automobile,24,129874.32
CTR0013479,CLI002225,PROD006,AG019,117094.93,0.0,11.3,48,3043.47,2017-06-11,2021-05-21,Soldé,Restructuration,48,146086.56
CTR0013480,CLI006185,PROD004,AG011,57552.26,5755.23,8.34,24,2611.87,2016-04-10,2018-03-31,Soldé,Équipement,24,62684.88
CTR0013481,CLI004369,PROD006,AG014,157434.56,0.0,11.67,24,7386.75,2017-03-04,2019-02-22,En cours,Restructuration,24,177282.0
CTR0013482,CLI004139,PROD008,AG012,29403.82,0.0,9.25,60,613.95,2022-09-03,2027-08-08,En cours,Consommation,60,36837.0
CTR0013483,CLI004144,PROD005,AG014,33248.38,4987.26,12.27,24,1569.31,2018-05-05,2020-04-24,Soldé,Automobile,24,37663.44
CTR0013484,CLI006242,PROD001,AG021,280287.31,28028.73,8.02,24,12679.19,2017-10-31,2019-10-21,En cours,Automobile,24,304300.56
CTR0013485,CLI004919,PROD004,AG003,78936.44,7893.64,9.91,18,4737.42,2016-05-04,2017-10-26,Soldé,Équipement,18,85273.56
CTR0013486,CLI008134,PROD007,AG003,30630.66,0.0,7.69,36,955.48,2015-10-02,2018-09-16,Soldé,Consommation,36,34397.28
CTR0013487,CLI003594,PROD003,AG015,108760.83,0.0,12.2,42,3194.58,2019-01-20,2022-07-03,En retard,Consommation,42,134172.36
CTR0013488,CLI002254,PROD008,AG018,100431.66,0.0,8.5,42,2772.93,2017-11-13,2021-04-26,Soldé,Consommation,42,116463.06
CTR0013489,CLI005376,PROD001,AG005,125296.85,12529.68,5.86,42,3306.89,2015-02-05,2018-07-19,En cours,Automobile,42,138889.38
CTR0013490,CLI006148,PROD002,AG019,130336.94,26067.39,7.53,18,7680.24,2018-02-20,2019-08-14,Soldé,Automobile,18,138244.32
CTR0013491,CLI004637,PROD007,AG020,23706.43,0.0,8.76,12,2070.52,2019-03-11,2020-03-05,En contentieux,Consommation,12,24846.24
CTR0013492,CLI003833,PROD004,AG007,89207.58,8920.76,11.53,42,2591.36,2018-07-30,2022-01-10,En cours,Équipement,42,108837.12
CTR0013493,CLI003624,PROD007,AG004,63485.96,0.0,7.73,36,1981.52,2020-03-02,2023-02-15,En contentieux,Consommation,36,71334.72
CTR0013494,CLI007062,PROD005,AG002,12529.81,1879.47,9.34,18,748.7,2022-07-09,2023-12-31,Soldé,Automobile,18,13476.6
CTR0013495,CLI003705,PROD001,AG002,155436.19,15543.62,7.27,48,3741.61,2019-11-06,2023-10-16,Soldé,Automobile,48,179597.28
CTR0013496,CLI005466,PROD004,AG001,96923.11,9692.31,11.61,48,2533.84,2017-04-26,2021-04-05,En cours,Équipement,48,121624.32
CTR0013497,CLI004496,PROD001,AG006,271090.28,27109.03,7.58,54,5940.65,2017-01-06,2021-06-14,En cours,Automobile,54,320795.1
CTR0013498,CLI002050,PROD002,AG017,25679.07,5135.81,8.15,18,1520.43,2016-07-20,2018-01-11,Soldé,Automobile,18,27367.74
CTR0013499,CLI003161,PROD003,AG016,140430.61,0.0,11.26,30,5392.53,2019-01-01,2021-06-19,En cours,Consommation,30,161775.9
CTR0013500,CLI003151,PROD004,AG009,46052.83,4605.28,8.25,18,2728.84,2017-10-30,2019-04-23,En cours,Équipement,18,49119.12
CTR0013501,CLI008168,PROD005,AG005,22835.52,3425.33,8.94,30,852.23,2015-10-23,2018-04-10,Soldé,Automobile,30,25566.9
CTR0013502,CLI003827,PROD001,AG012,52263.32,5226.33,7.42,42,1416.75,2015-06-19,2018-11-30,En cours,Automobile,42,59503.5
CTR0013503,CLI004986,PROD001,AG004,138732.64,13873.26,7.07,60,2751.66,2016-07-19,2021-06-23,Soldé,Automobile,60,165099.6
CTR0013504,CLI005628,PROD005,AG004,67798.74,10169.81,11.37,42,1964.24,2023-01-18,2026-07-01,En retard,Automobile,42,82498.08
CTR0013505,CLI003058,PROD006,AG009,167681.08,0.0,12.37,48,4446.21,2018-07-31,2022-07-10,En cours,Restructuration,48,213418.08
CTR0013506,CLI003814,PROD006,AG014,186298.35,0.0,10.41,72,3489.98,2016-05-31,2022-04-30,Soldé,Restructuration,72,251278.56
CTR0013507,CLI001092,PROD002,AG001,55825.02,11165.0,10.36,60,1196.03,2016-02-09,2021-01-13,En retard,Automobile,60,71761.8
CTR0013508,CLI003244,PROD008,AG021,79380.89,0.0,9.21,18,4738.56,2019-01-25,2020-07-18,En cours,Consommation,18,85294.08
CTR0013509,CLI000901,PROD001,AG016,57630.82,5763.08,7.86,60,1164.69,2019-08-16,2024-07-20,En cours,Automobile,60,69881.4
CTR0013510,CLI006639,PROD006,AG018,130609.77,0.0,10.77,60,2824.81,2015-09-11,2020-08-15,Soldé,Restructuration,60,169488.6
CTR0013511,CLI004463,PROD007,AG012,17185.83,0.0,8.8,12,1501.33,2019-12-25,2020-12-19,Soldé,Consommation,12,18015.96
CTR0013512,CLI002054,PROD002,AG006,180346.6,36069.32,8.18,12,15703.08,2016-07-03,2017-06-28,En cours,Automobile,12,188436.96
CTR0013513,CLI004123,PROD002,AG019,105060.59,21012.12,8.18,42,2885.05,2015-04-18,2018-09-29,Soldé,Automobile,42,121172.1
CTR0013514,CLI007039,PROD004,AG001,87772.44,8777.24,9.01,36,2791.55,2021-11-22,2024-11-06,En cours,Équipement,36,100495.8
CTR0013515,CLI001020,PROD002,AG005,65547.04,13109.41,10.63,36,2134.46,2015-09-25,2018-09-09,En cours,Automobile,36,76840.56
CTR0013516,CLI004092,PROD005,AG010,56160.64,8424.1,9.69,18,3364.83,2022-04-22,2023-10-14,En cours,Automobile,18,60566.94
CTR0013517,CLI005341,PROD002,AG019,127369.75,25473.95,9.93,18,7645.35,2018-01-11,2019-07-05,En cours,Automobile,18,137616.3
CTR0013518,CLI002858,PROD003,AG018,11665.27,0.0,11.31,42,337.62,2018-04-26,2021-10-07,En cours,Consommation,42,14180.04
CTR0013519,CLI002606,PROD001,AG018,291323.09,29132.31,6.16,12,25094.57,2019-09-10,2020-09-04,Soldé,Automobile,12,301134.84
CTR0013520,CLI007045,PROD005,AG010,75915.2,11387.28,9.99,36,2449.21,2015-05-13,2018-04-27,Soldé,Automobile,36,88171.56
CTR0013521,CLI007453,PROD003,AG020,65930.58,0.0,10.34,54,1532.1,2019-06-14,2023-11-20,Soldé,Consommation,54,82733.4
CTR0013522,CLI002895,PROD002,AG019,93253.04,18650.61,8.12,54,2067.36,2020-06-28,2024-12-04,Soldé,Automobile,54,111637.44
CTR0013523,CLI001175,PROD003,AG018,17194.94,0.0,12.78,30,672.62,2018-10-10,2021-03-28,Restructuré,Consommation,30,20178.6
CTR0013524,CLI008542,PROD006,AG014,262822.27,0.0,10.74,36,8572.14,2022-06-30,2025-06-14,En cours,Restructuration,36,308597.04
CTR0013525,CLI007103,PROD002,AG011,196212.76,39242.55,7.97,54,4335.95,2019-12-05,2024-05-12,En cours,Automobile,54,234141.3
CTR0013526,CLI004127,PROD004,AG005,63700.34,6370.03,10.94,30,2436.54,2021-01-10,2023-06-29,En cours,Équipement,30,73096.2
CTR0013527,CLI004058,PROD006,AG015,198934.43,0.0,12.01,48,5239.68,2019-07-08,2023-06-17,En cours,Restructuration,48,251504.64
CTR0013528,CLI007419,PROD002,AG009,45779.24,9155.85,9.33,48,1146.41,2019-10-19,2023-09-28,En cours,Automobile,48,55027.68
CTR0013529,CLI000981,PROD005,AG019,54888.15,8233.22,11.16,12,4855.2,2019-04-27,2020-04-21,En retard,Automobile,12,58262.4
CTR0013530,CLI009641,PROD004,AG004,50969.22,5096.92,8.2,18,3018.99,2019-12-03,2021-05-26,En cours,Équipement,18,54341.82
CTR0013531,CLI008562,PROD004,AG007,28127.49,2812.75,9.58,30,1058.06,2015-06-16,2017-12-02,En cours,Équipement,30,31741.8
CTR0013532,CLI009017,PROD003,AG007,124911.7,0.0,9.52,36,4002.46,2022-01-03,2024-12-18,En cours,Consommation,36,144088.56
CTR0013533,CLI003886,PROD002,AG012,127687.19,25537.44,10.77,12,11271.51,2022-07-15,2023-07-10,En retard,Automobile,12,135258.12
CTR0013534,CLI007613,PROD001,AG020,398299.72,39829.97,7.89,48,9703.11,2018-03-22,2022-03-01,Soldé,Automobile,48,465749.28
CTR0013535,CLI009911,PROD005,AG009,28347.95,4252.19,11.96,24,1333.91,2015-10-20,2017-10-09,En cours,Automobile,24,32013.84
CTR0013536,CLI006674,PROD007,AG017,33640.25,0.0,7.58,24,1515.02,2018-04-20,2020-04-09,Soldé,Consommation,24,36360.48
CTR0013537,CLI000922,PROD004,AG010,92395.86,9239.59,8.28,24,4190.62,2015-02-08,2017-01-28,Soldé,Équipement,24,100574.88
CTR0013538,CLI002683,PROD006,AG015,194085.02,0.0,12.32,60,4348.76,2019-07-08,2024-06-11,En cours,Restructuration,60,260925.6
CTR0013539,CLI008239,PROD003,AG009,121510.17,0.0,9.35,30,4557.84,2018-09-24,2021-03-12,En retard,Consommation,30,136735.2
CTR0013540,CLI000485,PROD008,AG004,83546.2,0.0,6.87,36,2574.7,2016-02-24,2019-02-08,En cours,Consommation,36,92689.2
CTR0013541,CLI006095,PROD001,AG011,412685.32,41268.53,5.79,18,23992.21,2019-10-10,2021-04-02,En retard,Automobile,18,431859.78
CTR0013542,CLI001294,PROD001,AG012,125723.93,12572.39,6.87,24,5621.58,2019-10-24,2021-10-13,Restructuré,Automobile,24,134917.92
CTR0013543,CLI009832,PROD007,AG016,46352.65,0.0,9.76,18,2778.69,2015-12-25,2017-06-17,En retard,Consommation,18,50016.42
CTR0013544,CLI004358,PROD005,AG011,70879.58,10631.94,8.63,24,3226.1,2021-07-10,2023-06-30,Soldé,Automobile,24,77426.4
CTR0013545,CLI004990,PROD004,AG014,88296.84,8829.68,11.71,42,2572.57,2020-08-10,2024-01-22,En retard,Équipement,42,108047.94
CTR0013546,CLI000619,PROD002,AG010,62268.72,12453.74,7.82,48,1514.91,2016-04-24,2020-04-03,Soldé,Automobile,48,72715.68
CTR0013547,CLI000417,PROD005,AG002,66011.14,9901.67,8.64,12,5761.76,2018-01-01,2018-12-27,Soldé,Automobile,12,69141.12
CTR0013548,CLI005108,PROD002,AG016,98172.27,19634.45,8.95,30,3664.29,2018-06-16,2020-12-02,En retard,Automobile,30,109928.7
CTR0013549,CLI001474,PROD006,AG009,35903.91,0.0,10.87,30,1372.15,2019-01-16,2021-07-04,En cours,Restructuration,30,41164.5
CTR0013550,CLI006557,PROD003,AG015,88340.9,0.0,12.65,24,4185.38,2017-08-10,2019-07-31,En cours,Consommation,24,100449.12
CTR0013551,CLI003823,PROD007,AG014,30563.31,0.0,7.53,12,2652.02,2022-10-14,2023-10-09,En cours,Consommation,12,31824.24
CTR0013552,CLI003473,PROD002,AG016,113438.39,22687.68,10.86,48,2924.17,2017-04-12,2021-03-22,Soldé,Automobile,48,140360.16
CTR0013553,CLI000333,PROD006,AG009,87163.77,0.0,12.91,24,4140.24,2016-07-27,2018-07-17,En contentieux,Restructuration,24,99365.76
CTR0013554,CLI006090,PROD008,AG014,54374.17,0.0,8.33,18,3223.9,2016-12-13,2018-06-06,Soldé,Consommation,18,58030.2
CTR0013555,CLI008517,PROD004,AG001,73968.86,7396.89,9.51,48,1858.68,2021-01-11,2024-12-21,Soldé,Équipement,48,89216.64
CTR0013556,CLI008779,PROD006,AG005,27689.59,0.0,14.35,60,649.32,2017-01-08,2021-12-13,En cours,Restructuration,60,38959.2
CTR0013557,CLI000759,PROD001,AG010,93356.4,9335.64,7.64,24,4206.95,2019-06-19,2021-06-08,Soldé,Automobile,24,100966.8
CTR0013558,CLI005746,PROD002,AG010,192680.88,38536.18,9.77,60,4072.13,2020-07-26,2025-06-30,En cours,Automobile,60,244327.8
CTR0013559,CLI003029,PROD008,AG020,22994.87,0.0,9.29,54,522.65,2021-08-21,2026-01-27,En contentieux,Consommation,54,28223.1
CTR0013560,CLI006413,PROD006,AG007,34940.49,0.0,13.72,66,756.91,2017-05-15,2022-10-16,Soldé,Restructuration,66,49956.06
CTR0013561,CLI007064,PROD005,AG008,16641.12,2496.17,10.14,30,630.31,2016-10-07,2019-03-26,En cours,Automobile,30,18909.3
CTR0013562,CLI009976,PROD005,AG019,45738.39,6860.76,9.03,24,2090.18,2018-11-18,2020-11-07,En retard,Automobile,24,50164.32
CTR0013563,CLI004113,PROD001,AG018,59434.13,5943.41,7.19,36,1840.32,2015-09-07,2018-08-22,En cours,Automobile,36,66251.52
CTR0013564,CLI006618,PROD002,AG015,106394.85,21278.97,8.09,24,4816.32,2019-06-06,2021-05-26,Soldé,Automobile,24,115591.68
CTR0013565,CLI008834,PROD003,AG010,51653.82,0.0,13.1,54,1271.1,2018-12-29,2023-06-06,En cours,Consommation,54,68639.4
CTR0013566,CLI000702,PROD004,AG017,64167.69,6416.77,11.13,12,5675.14,2022-11-24,2023-11-19,En cours,Équipement,12,68101.68
CTR0013567,CLI009392,PROD002,AG018,76944.68,15388.94,9.11,36,2450.76,2017-01-14,2019-12-30,En cours,Automobile,36,88227.36
CTR0013568,CLI005769,PROD008,AG012,26227.95,0.0,7.94,42,717.31,2015-07-24,2019-01-04,En retard,Consommation,42,30127.02
CTR0013569,CLI002440,PROD008,AG010,35786.22,0.0,7.71,24,1613.78,2018-04-30,2020-04-19,Soldé,Consommation,24,38730.72
CTR0013570,CLI001889,PROD005,AG019,52717.37,7907.61,9.04,24,2409.35,2015-11-17,2017-11-06,En retard,Automobile,24,57824.4
CTR0013571,CLI000081,PROD003,AG010,30861.05,0.0,9.34,6,5284.53,2016-12-30,2017-06-28,Soldé,Consommation,6,31707.18
CTR0013572,CLI004265,PROD008,AG007,47106.68,0.0,8.18,48,1154.0,2020-09-09,2024-08-19,En cours,Consommation,48,55392.0
CTR0013573,CLI006457,PROD007,AG004,59413.37,0.0,9.61,18,3557.53,2020-12-17,2022-06-10,En cours,Consommation,18,64035.54
CTR0013574,CLI004735,PROD005,AG006,49964.41,7494.66,8.9,24,2280.32,2020-01-14,2022-01-03,En contentieux,Automobile,24,54727.68
CTR0013575,CLI003114,PROD004,AG017,61855.98,6185.6,11.22,36,2031.54,2021-11-07,2024-10-22,Soldé,Équipement,36,73135.44
CTR0013576,CLI007040,PROD001,AG013,177126.85,17712.69,8.22,84,2780.19,2018-06-23,2025-05-17,En cours,Automobile,84,233535.96
CTR0013577,CLI001180,PROD003,AG005,109503.21,0.0,13.8,24,5247.22,2015-08-17,2017-08-06,Soldé,Consommation,24,125933.28
CTR0013578,CLI009673,PROD008,AG014,112592.15,0.0,8.27,30,4167.28,2018-05-30,2020-11-15,En cours,Consommation,30,125018.4
CTR0013579,CLI009603,PROD006,AG014,270573.96,0.0,12.61,36,9065.96,2015-12-13,2018-11-27,En retard,Restructuration,36,326374.56
CTR0013580,CLI006818,PROD004,AG004,72397.34,7239.73,8.6,42,2002.29,2018-09-07,2022-02-18,Soldé,Équipement,42,84096.18
CTR0013581,CLI008660,PROD004,AG019,37890.61,3789.06,8.3,30,1402.93,2015-10-21,2018-04-08,En cours,Équipement,30,42087.9
CTR0013582,CLI001505,PROD001,AG002,408700.37,40870.04,5.99,72,6771.42,2021-01-17,2026-12-17,En cours,Automobile,72,487542.24
CTR0013583,CLI001421,PROD001,AG018,252651.87,25265.19,6.95,78,4034.88,2017-08-16,2024-01-12,En cours,Automobile,78,314720.64
CTR0013584,CLI000392,PROD005,AG021,48962.81,7344.42,8.94,12,4280.51,2019-05-10,2020-05-04,Soldé,Automobile,12,51366.12
CTR0013585,CLI004497,PROD005,AG020,38471.16,5770.67,9.77,18,2306.39,2022-09-12,2024-03-05,En cours,Automobile,18,41515.02
CTR0013586,CLI004401,PROD006,AG020,99691.19,0.0,10.34,60,2134.86,2018-03-07,2023-02-09,En contentieux,Restructuration,60,128091.6
CTR0013587,CLI005670,PROD003,AG021,141995.73,0.0,13.47,24,6782.13,2022-03-23,2024-03-12,Soldé,Consommation,24,162771.12
CTR0013588,CLI007990,PROD003,AG017,85565.69,0.0,11.2,12,7570.42,2016-07-18,2017-07-13,En retard,Consommation,12,90845.04
CTR0013589,CLI008679,PROD004,AG017,64268.45,6426.85,11.12,36,2107.72,2016-08-28,2019-08-13,En cours,Équipement,36,75877.92
CTR0013590,CLI007780,PROD006,AG013,167801.23,0.0,11.52,24,7861.43,2020-09-11,2022-09-01,En cours,Restructuration,24,188674.32
CTR0013591,CLI000037,PROD003,AG010,129990.81,0.0,10.46,54,3028.35,2022-07-31,2027-01-06,En cours,Consommation,54,163530.9
CTR0013592,CLI002580,PROD008,AG010,45828.36,0.0,8.06,54,1014.68,2018-04-28,2022-10-04,En cours,Consommation,54,54792.72
CTR0013593,CLI008434,PROD005,AG001,10676.24,1601.44,10.11,48,271.34,2019-12-04,2023-11-13,En retard,Automobile,48,13024.32
CTR0013594,CLI001836,PROD002,AG018,110643.25,22128.65,7.49,30,4055.64,2021-05-13,2023-10-30,En cours,Automobile,30,121669.2
CTR0013595,CLI008969,PROD003,AG020,66195.83,0.0,13.68,6,11477.0,2022-08-06,2023-02-02,En cours,Consommation,6,68862.0
CTR0013596,CLI000964,PROD007,AG020,56679.07,0.0,8.82,12,4951.94,2019-01-11,2020-01-06,Soldé,Consommation,12,59423.28
CTR0013597,CLI003935,PROD004,AG014,44598.19,4459.82,9.12,24,2039.91,2018-01-02,2019-12-23,En cours,Équipement,24,48957.84
CTR0013598,CLI000872,PROD007,AG011,25606.6,0.0,9.78,12,2248.61,2018-09-20,2019-09-15,En contentieux,Consommation,12,26983.32
CTR0013599,CLI001652,PROD008,AG014,31052.45,0.0,8.1,30,1146.9,2020-07-14,2022-12-31,En cours,Consommation,30,34407.0
CTR0013600,CLI007519,PROD001,AG013,451011.43,45101.14,8.47,36,14231.05,2018-12-07,2021-11-21,Soldé,Automobile,36,512317.8
CTR0013601,CLI006081,PROD004,AG006,61364.07,6136.41,9.38,36,1962.23,2022-11-09,2025-10-24,Soldé,Équipement,36,70640.28
CTR0013602,CLI000958,PROD006,AG007,274705.64,0.0,11.09,30,10526.78,2017-09-11,2020-02-28,En cours,Restructuration,30,315803.4
CTR0013603,CLI003445,PROD002,AG007,184291.49,36858.3,7.95,30,6793.98,2018-05-08,2020-10-24,En retard,Automobile,30,203819.4
CTR0013604,CLI009198,PROD005,AG013,61588.3,9238.25,9.04,12,5387.13,2018-08-09,2019-08-04,En cours,Automobile,12,64645.56
CTR0013605,CLI009153,PROD005,AG013,74333.99,11150.1,9.0,42,2069.79,2015-03-24,2018-09-04,En cours,Automobile,42,86931.18
CTR0013606,CLI002856,PROD005,AG003,44231.29,6634.69,10.85,42,1270.41,2017-08-28,2021-02-08,Soldé,Automobile,42,53357.22
CTR0013607,CLI005612,PROD006,AG003,143196.89,0.0,12.19,30,5561.45,2018-08-13,2021-01-29,En cours,Restructuration,30,166843.5
CTR0013608,CLI003039,PROD004,AG005,56433.7,5643.37,11.81,36,1869.29,2019-06-28,2022-06-12,Soldé,Équipement,36,67294.44
CTR0013609,CLI002592,PROD002,AG008,87683.02,17536.6,7.66,18,5172.01,2015-09-21,2017-03-14,En cours,Automobile,18,93096.18
CTR0013610,CLI008542,PROD006,AG014,181664.91,0.0,12.12,72,3562.93,2021-02-11,2027-01-11,En cours,Restructuration,72,256530.96
CTR0013611,CLI008782,PROD001,AG001,109137.55,10913.75,5.61,78,1673.01,2017-10-15,2024-03-12,Restructuré,Automobile,78,130494.78
CTR0013612,CLI003014,PROD004,AG019,71639.04,7163.9,9.02,42,1995.43,2019-08-05,2023-01-16,En cours,Équipement,42,83808.06
CTR0013613,CLI005895,PROD003,AG012,74519.75,0.0,9.31,18,4451.8,2022-07-06,2023-12-28,En cours,Consommation,18,80132.4
CTR0013614,CLI002802,PROD007,AG009,78369.93,0.0,8.55,12,6837.22,2019-01-17,2020-01-12,En cours,Consommation,12,82046.64
CTR0013615,CLI004735,PROD004,AG006,32717.4,3271.74,9.79,36,1052.48,2021-12-31,2024-12-15,Soldé,Équipement,36,37889.28
CTR0013616,CLI007304,PROD001,AG020,213333.34,21333.33,7.92,36,6677.22,2018-09-19,2021-09-03,Soldé,Automobile,36,240379.92
CTR0013617,CLI002257,PROD005,AG011,55034.2,8255.13,11.73,30,2125.47,2021-09-30,2024-03-18,Soldé,Automobile,30,63764.1
CTR0013618,CLI008511,PROD005,AG020,41159.67,6173.95,11.84,18,2506.94,2018-03-19,2019-09-10,Restructuré,Automobile,18,45124.92
